cdepaysiso4npere,cdepaysiso4nfils,gpeterfils,datcre,usercre,datmaj,usermaj,datdbtvld,datfinvld
3101,3049,0,2014-08-21 18:01:39.000000,TASSINB,2014-08-21 18:01:39.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3102,2008,0,2014-08-25 08:22:53.000000,TASSINB,2014-08-25 08:22:53.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3017,2046,0,2014-08-28 15:12:35.000000,TASSINB,2014-08-28 15:12:35.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2117,574,0,2014-03-10 16:00:26.000000,BAUTISTAF,2014-03-10 16:00:26.000000,BAUTISTAF,1900-01-01 00:00:00.000000,3900-01-01 00:00:00.000000
3101,3043,0,2014-08-21 18:00:12.000000,TASSINB,2014-08-21 18:00:12.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2041,238,0,2014-08-20 16:19:45.000000,TASSINB,2014-08-20 16:19:45.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2041,583,0,2014-08-20 16:19:45.000000,TASSINB,2014-08-20 16:19:45.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2041,136,0,2014-08-20 16:19:45.000000,TASSINB,2014-08-20 16:19:45.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2041,584,0,2014-08-20 16:19:45.000000,TASSINB,2014-08-20 16:19:45.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2041,580,0,2014-08-20 16:19:45.000000,TASSINB,2014-08-20 16:19:45.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2041,258,0,2014-08-20 16:19:45.000000,TASSINB,2014-08-20 16:19:45.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2041,666,0,2014-08-20 16:19:45.000000,TASSINB,2014-08-20 16:19:45.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2041,612,0,2014-08-20 16:19:45.000000,TASSINB,2014-08-20 16:19:45.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2041,585,0,2014-08-20 16:19:45.000000,TASSINB,2014-08-20 16:19:45.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2041,654,0,2014-08-20 16:19:45.000000,TASSINB,2014-08-20 16:19:45.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2041,776,0,2014-08-20 16:19:45.000000,TASSINB,2014-08-20 16:19:45.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2041,876,0,2014-08-20 16:19:45.000000,TASSINB,2014-08-20 16:19:45.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2040,756,0,2014-08-21 11:30:35.000000,TASSINB,2014-08-21 11:30:35.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3104,2124,0,2014-08-22 10:01:36.000000,TASSINB,2014-08-22 10:01:36.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
2136,3101,0,2014-08-21 18:00:12.000000,TASSINB,2014-08-21 18:00:12.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3101,3042,0,2014-08-21 18:00:12.000000,TASSINB,2014-08-21 18:00:12.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3101,3044,0,2014-08-21 18:00:12.000000,TASSINB,2014-08-21 18:00:12.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3101,3040,0,2014-08-21 18:00:12.000000,TASSINB,2014-08-21 18:00:12.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3101,3039,0,2014-08-21 18:00:12.000000,TASSINB,2014-08-21 18:00:12.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3101,3041,0,2014-08-21 18:00:12.000000,TASSINB,2014-08-21 18:00:12.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3101,3045,0,2014-08-21 18:00:12.000000,TASSINB,2014-08-21 18:00:12.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
3101,3048,0,2014-08-21 18:00:12.000000,TASSINB,2014-08-21 18:00:12.000000,TASSINB,1000-01-01 00:00:00.000000,3999-12-31 00:00:00.000000
